"Translation Info:
#---------------------------
100,2,93,"[Banggitin] noong tumanggap Kami ng kasunduan sa inyo [O mga anak ni Israel] at nag-angat Kami sa ibabaw ninyo ng bundok, [na nagsasabi]: “Tanggapin ninyo ang ibinigay Namin sa inyo [na mga kasulatan] nang may lakas at makinig kayo.” Nagsabi sila: “Nakarinig kami at sumuway kami.” Pinahumaling sila sa mga puso nila ng [pagsamba sa] guya dahil sa kawalang-pananampalataya nila. Sabihin mo: “Kay saklap ng ipinag-uutos sa inyo ng pananampalataya ninyo, kung kayo ay mga mananampalataya.”",""
101,2,94,"Sabihin mo: “Kung ukol sa inyo [O mga Hudyo] ang tahanan sa Kabilang-buhay sa piling ni Allāh nang natatangi bukod pa sa mga tao ay magmithi kay ng kamatayan kung kayo ay mga tapat.”",""
102,2,95,"Hindi sila magmimithi niyon magpakailanman dahil sa ipinauna ng mga kamay nila. Si Allāh ay Maalam sa mga tagalabag sa katarungan.",""
103,2,96,"Talagang makatatagpo ka nga sa kanila na pinakamasigasig sa mga tao sa buhay kaysa sa mga nagtambal [kay Allāh]. Nag-aasam ang isa sa kanila na kung sana palawigin siya ng isang libong taon samantalang ito ay hindi maghahango sa kanya mula sa pagdurusa na palawigin siya. Si Allāh ay Nakakikita sa anumang ginagawa nila.",""
104,2,97,"Sabihin mo: “Ang sinumang naging isang kaaway para kay [Anghel] Gabriel, tunay na siya ay nagbaba nitong [Qur’ān] sa puso mo [O Propeta Muḥammad] ayon sa pahintulot ni Allāh, bilang tagapagpatotoo para sa nauna rito, bilang patnubay, at bilang balitang nakagagalak para sa mga mananampalataya.”",""
105,2,98,"Ang sinumang naging isang kaaway para kay Allāh, sa mga anghel Niya, sa mga sugo Niya, kay Gabriel, at kay Miguel; tunay na si Allāh ay isang kaaway para sa mga tagatangging sumampalataya.",""
106,2,99,"Talaga ngang nagpababa Kami sa iyo [O Propeta Muḥammad] ng mga talatang malilinaw at walang tumatangging sumampalataya sa mga ito kundi ang mga suwail.",""
107,2,100,"Sa tuwing nakikipagkasunduan ba sila ng isang kasunduan ay itinatapon ito ng isang pangkat kabilang sa kanila? Bagkus ang higit na marami sa kanila ay hindi sumasampalataya.",""
108,2,101,"Noong may dumating sa kanila na isang Sugo[16] mula sa ganang kay Allāh, na tagapagpatotoo para sa taglay nila, ay itinatapon ng isang pangkat [ng mga Hudyo na] kabilang sa mga binigyan ng Kasulatan[17] ang Aklat ni Allāh sa likuran ng mga likod nila na para bang sila ay hindi nakaaalam.","[16] Ang Sugo na may malaking titik na S ay tumutukoy kay Propeta Muḥammad at gayon din ang Propeta na may malaking P.
[17] Ang “mga binigyan ng Kasulatan” ay ang mga Hudyo at ang mga Kristiyano, na tinatawg ding “mga May Kasulatan.”"
109,2,102,"Sumunod sila[18] sa binibigkas ng mga demonyo sa paghahari ni Solomon. Hindi tumangging sumampalataya si Solomon[19] bagkus ang mga demonyo ay tumangging sumampalataya; nagtuturo sila sa mga tao ng panggagaway at ng pinababa sa dalawang anghel sa Babilonia, na sina Hārūt at Mārūt. Hindi nagtuturo silang dalawa sa isa man hanggang sa magsabi silang dalawa: “Kami ay tukso lamang, kaya huwag kang tumangging sumampalataya.” Kaya natututo sila mula sa kanilang dalawa ng nagpapahihiwalay sa pagitan ng lalaki at maybahay nito. Sila ay hindi mga nakapipinsala sa pamamagitan nito sa isa man malibang ayon sa pahintulot ni Allāh. Natututo sila ng nakapipinsala sa kanila at hindi nagpapakinabang sa kanila. Talaga ngang nakaalam sila na talagang ang sinumang bumili nito ay walang ukol sa kanya sa Kabilang-buhay na anumang bahagi. Talagang kay saklap ng pinagbilihan nila ng mga sarili nila, kung sakaling sila noon ay nakaaalam.","[18] Ibig sabihin: ang mga Hudyong hindi sumampalataya.
[19] Ibig sabihin: hindi tumangging sumampalataya si Solomon sa pamamagitan ng pagsasagawa ng panggagaway/"
110,2,103,"Kung sakaling sila [na mga Hudyo] ay sumampalataya [kay Allāh nang totoo] at nangilag magkasala, talaga sanang ang isang gantimpala mula sa ganang kay Allāh ay higit na mabuti [para sa kanila] kung sakaling sila noon ay nakaaalam.",""
111,2,104,"O mga sumampalataya, huwag ninyong sabihin [sa Propeta]: “Magsaalang-alang ka sa amin,” ngunit sabihin ninyo: “Maghintay ka sa amin,” at makinig kayo. Ukol sa mga tagatangging sumampalataya ay isang pagdurusang masakit.",""
112,2,105,"Hindi nag-aasam ang mga tumangging sumampalataya kabilang sa mga May Kasulatan[20] ni ang mga tagapagtambal na may ibaba sa inyo na anumang mabuti mula sa Panginoon ninyo. Si Allāh ay nagtatangi ng awa Niya sa sinumang niloloob Niya. Si Allāh ay may kabutihang-loob na sukdulan.","[20] Ang “mga May Kasulatan” ay tumutukoy sa mga Hudyo at mga Kristiyano."
113,2,106,"Ang anumang ipinawalang-bisa Namin na isang talata o ipinalimot Namin iyon ay magdudulot Kami ng isang higit na mainam kaysa roon o ng tulad niyon. Hindi ka ba nakaaalam na si Allāh sa bawat bagay ay May-kakayahan?",""
114,2,107,"Hindi ka ba nakaaalam na si Allāh ay may paghahari sa mga langit at lupa? Walang ukol sa inyo bukod pa kay Allāh na anumang katangkilik ni mapag-adya.",""
115,2,108,"O nagnanais ba kayong humiling sa Sugo ninyo gaya ng pagkahiling kay Moises bago pa niyan? Ang sinumang magpapalit ng kawalang-pananampalataya sa pananampalataya ay lumihis nga palayo sa katumpakan ng landas.",""
116,2,109,"Inasam ng marami sa mga May Kasulatan na kung sana magpapanauli sila sa inyo, matapos na ng pagsampalataya ninyo, bilang mga tagatangging sumampalataya dala ng inggit mula sa ganang mga sarili nila matapos na luminaw para sa kanila ang katotohanan. Kaya magpaumanhin kayo at magpawalang-sala kayo hanggang sa magparating si Allāh ng utos Niya. Tunay na si Allāh sa bawat bagay ay May-kakayahan.",""
117,2,110,"Magpanatili kayo ng pagdarasal at magbigay kayo ang zakāh. Ang anumang ipinauna ninyo para sa mga sarili ninyo na kabutihan ay matatagpuan ninyo ito sa piling ni Allāh. Tunay na si Allāh sa anumang ginagawa ninyo ay Nakakikita.",""
118,2,111,"Nagsabi sila: “Walang papasok sa Paraiso kundi mga Hudyo o mga Kristiyano.” Iyon ay mga pinakamimithi nila. Sabihin mo: “Magbigay kayo ng patotoo ninyo kung kayo ay mga tapat.”",""
119,2,112,"Bagkus ang sinumang nagsuko ng mukha niya kay Allāh, habang siya ay gumagawa ng maganda, ay ukol sa kanya ang pabuya sa kanya sa ganang Panginoon niya. Walang pangamba sa kanila ni sila ay malulungkot.",""
120,2,113,"Nagsabi ang mga Hudyo: “Ang mga Kristiyano ay hindi nakabatay sa anuman,” at nagsabi ang mga Kristiyano: “Ang mga Hudyo ay hindi nakabatay sa anuman,” samantalang sila ay nagbabasa ng Kasulatan. Gayon nagsabi ang mga hindi nakaaalam ng tulad ng sabi nila. Kaya si Allāh ay hahatol sa pagitan nila sa Araw ng Pagbangon hinggil sa anumang sila noon hinggil doon ay nagkakaiba-iba.",""
121,2,114,"Sino pa ang higit na tagalabag sa katarungan kaysa sa sinumang pumigil [sa mga tao] sa mga masjid ni Allāh na banggitin sa mga ito ang pangalan Niya at nagpunyagi sa pagkasira ng mga ito. Ang mga iyon ay hindi ukol sa kanilang pumasok sa mga ito malibang mga nangangamba. Ukol sa kanila sa Mundo ay isang kahihiyan at ukol sa kanila sa Kabilang-buhay ay isang pagdurusang sukdulan.",""
122,2,115,"Sa kay Allāh ang silangan at ang kanluran kaya saanman kayo humarap ay naroon ang Mukha ni Allāh. Tunay na si Allāh ay Malawak, Maalam.",""
123,2,116,"Nagsabi sila: “Gumawa si Allāh ng isang anak.” Kaluwalhatian sa Kanya! Bagkus sa Kanya ang anumang nasa mga langit at lupa. Lahat sa Kanya ay mga masunurin.",""
124,2,117,"Ang Mapagpasimula ng mga langit at lupa, kapag nagtadhana Siya ng isang bagay, ay nagsasabi lamang dito na mangyari saka mangyayari ito.",""
125,2,118,"Nagsabi ang mga hindi nakaaalam:[21] “Bakit kasi hindi kumakausap sa atin si Allāh o may pumupunta sa atin na isang tanda? Gayon nagsabi ang mga bago pa nila ng tulad ng sabi nila. Nagkawangisan ang mga puso nila. Naglinaw na Kami ng mga tanda para sa mga taong nakatitiyak [sa katotohanan].","[21] kabilang sa mga May Kasulatan at mga tagapagtambal."
126,2,119,"Tunay na Kami ay nagsugo sa iyo [O Propeta Muḥammad] kalakip ng katotohanan bilang mapagbalita ng nakagagalak [hinggil sa Paraiso] at bilang mapagbabala [hinggil sa Impiyerno]. Hindi ka tatanungin tungkol sa mga maninirahan sa Impiyerno.",""
127,2,120,"Hindi malulugod sa iyo [O Muslim] ang mga Hudyo ni ang mga Kristiyano hanggang sa sumunod ka sa kapaniwalaan nila. Sabihin mo: “Tunay na ang patnubay ni Allāh ay ang patnubay.” Talagang kung sumunod ka sa mga pithaya nila matapos na may dumating sa iyo na kaalaman, walang ukol sa iyo laban kay Allāh na anumang katangkilik ni mapag-adya.",""
128,2,121,"Ang [ilan sa] mga binigyan Namin ng Kasulatan ay bumibigkas nito nang totoong pagbigkas. Ang mga iyon ay sumasampalataya rito [sa Qur’ān]. Ang sinumang tumangging sumampalataya rito, ang mga iyon ay ang mga lugi.",""
129,2,122,"O mga anak ni Israel, alalahanin ninyo ang biyaya Kong ibiniyaya Ko sa inyo at na Ako ay nagtangi sa inyo higit sa mga nilalang [sa pagkapropeta].",""
130,2,123,"Mangilag kayo sa isang Araw na hindi makasasapat ang isang kaluluwa para sa isang kaluluwa sa anuman, ni tatanggap mula sa kanya ng isang panumbas, ni magpapakinabang sa kanya ang isang pamamagitan, ni sila ay iaadya.",""
131,2,124,"[Banggitin] noong sumubok kay Abraham ang Panginoon niya sa pamamagitan ng mga salita saka tumupad ito sa mga iyon. Nagsabi Siya: “Tunay na Ako ay gagawa sa iyo para sa mga tao bilang pinuno.” Nagsabi ito: “Mayroon sa mga supling ko?” Nagsabi Siya: “Hindi sumasaklaw ang kasunduan sa Akin sa mga tagalabag sa katarungan.”",""
132,2,125,"[Banggitin] noong gumawa Kami sa Bahay[22] bilang balikan para sa mga tao at bilang katiwasayan. Gumawa kayo mula sa tayuan ni Abraham ng isang dasalan. Naghabilin Kami kina Abraham at Ismael na magdalisay silang dalawa ng Bahay Ko para sa mga lumilibot, mga namimintuho, at mga yumuyukod na nagpapatirapa.","[22] Ang “Bahay” na nagsisimula sa malaking titik B ay tumutukoy sa Ka`bah sa Makkah."
133,2,126,"[Banggitin] noong nagsabi si Abraham: “Panginoon ko, gawin Mo [ang Makkah] ito na isang bayang matiwasay at tustusan Mo ang mga naninirahan dito mula sa mga bunga – ang sinumang sumampalataya kabilang sa kanila kay Allāh at sa Huling Araw.” Nagsabi Siya: “Ang sinumang tumangging sumampalataya ay pagtatamasain Ko nang kaunti, pagkatapos ipagpipilitan Ko siya sa pagdurusa sa Apoy. Kay saklap ang kahahantungan!”",""
134,2,127,"[Banggitin] noong nag-angat si Abraham ng mga pundasyon ng Bahay, at si Ismael, [ay dumalangin siya]: “Panginoon Namin, tanggapin Mo mula sa amin; tunay na Ikaw ay ang Madinigin, ang Maalam.",""
135,2,128,"O Panginoon namin, at gawin Mo kami bilang mga tagapagpasakop sa Iyo at mula sa mga supling namin bilang kalipunang tagapagpasakop sa Iyo, ipakita Mo sa amin ang mga pamamaraan [ng pagsamba] namin, at tanggapin Mo ang pagbabalik-loob namin. Tunay na Ikaw ay ang Palatanggap ng pagbabalik-loob, ang Maawain.",""
136,2,129,"Panginoon namin, at magpadala Ka sa kanila ng isang sugo kabilang sa kanila, na bibigkas sa kanila ng mga talata Mo, magtuturo sa kanila ng kasulatan at karunungan, at magbubusilak sa kanila. Tunay na Ikaw ay ang Makapangyarihan, ang Marunong.”",""
137,2,130,"Sino ang nasusuya sa kapaniwalaan ni Abraham kundi ang nagpahangal sa sarili niya? Talaga ngang humirang Kami sa kanya sa Mundo. Tunay na siya sa Kabilang-buhay ay talagang kabilang sa mga maayos.",""
138,2,131,"[Banggitin] noong nagsabi sa kanya ang Panginoon niya: “Magpasakop[23] ka” ay nagsabi siya: “Nagpasakop ako sa Panginoon ng mga nilalang.”","[23] Ibig sabihin: umanib ka sa Islām."
139,2,132,"Nagtagubilin niyon si Abraham sa mga anak niya, at si Jacob: “O mga anak ko, tunay na si Allāh ay humirang para sa inyo ng relihiyon kaya huwag nga kayong mamamatay malibang habang kayo ay mga tagapagpasakop [sa Kanya].”",""
140,2,133,"O kayo ba ay mga saksi noong dumating kay Jacob ang kamatayan? Noong nagsabi siya sa mga anak niya: “Ano ang sasambahin ninyo matapos na [ng pagkayao] ko” ay nagsabi sila: “Sasambahin namin ang Diyos mo at ang Diyos ng mga ninuno mong sina Abraham, Ismael, at Isaac: nag-iisang Diyos, at kami ay sa Kanya mga tagapagpasakop.[24]”","[24] Ang katawagang “tagapagpasakop” sa Qur’an ay ang salin ng salitang Muslim sa wikang Filipino."
141,2,134,"Iyon ay isang kalipunang lumipas na. Ukol doon ang nakamit niyon at ukol sa inyo ang nakamit ninyo. Hindi kayo tatanungin tungkol sa anumang dati nilang ginagawa.",""
142,2,135,"Nagsabi sila: “Maging mga Hudyo o mga Kristiyano kayo, mapapatnubayan kayo.” Sabihin mo: “Bagkus [sumunod] sa kapaniwalaan ni Abraham bilang makatotoo. Hindi siya naging kabilang sa mga tagapagtambal [kay Allāh].”",""
143,2,136,"Sabihin ninyo: “Sumampalataya kami kay Allāh, sa pinababa sa amin, at sa pinababa kina Abraham, Ismael, Isaac, Jacob at sa [mga propeta ng] mga lipi [ng Israel], sa ibinigay kay Moises at kay Jesus, at sa ibinigay sa mga propeta mula sa Panginoon nila. Hindi kami nagtatangi-tangi sa isa kabilang sa kanila. Kami sa Kanya ay mga tagapagpasakop.”",""
144,2,137,"Kaya kung sumampalataya sila sa tulad ng sinampalatayanan ninyo ay napatnubayan nga sila; at kung tatalikod sila, sila lamang ay nasa isang hidwaan at sasapat sa iyo laban sa kanila si Allāh. Siya ay ang Madinigin, ang Maalam.",""
145,2,138,"[Manatili sa] relihiyon ni Allāh. Sino pa ang higit na magaling kaysa kay Allāh sa [pagtatag ng] relihiyon? Tayo sa Kanya ay mga tagasamba.",""
146,2,139,"Sabihin mo [O Propeta sa mga May Kasulatan]: “Nangangatwiran ba kayo sa amin hinggil kay Allāh samantalang Siya ay ang Panginoon namin at ang Panginoon ninyo? Ukol sa amin ang mga gawa namin at ukol sa inyo ang mga gawa ninyo. Kami para sa Kanya ay mga nagpapakawagas [sa pagsamba].”",""
147,2,140,"O nagsasabi kayo: “Tunay na sina Abraham, Ismael, Isaac, Jacob, at ang [mga propeta ng] mga lipi [ng Israel] ay noon mga Hudyo o mga Kristiyano?” Sabihin mo: “Kayo ba ay higit na maalam o si Allāh? Sino pa ang higit na tagalabag sa katarungan kaysa sa sinumang nagtatago ng isang pagsaksi na nasa ganang kanya mula kay Allāh? Si Allāh ay hindi nalilingat sa anumang ginagawa ninyo.”",""
148,2,141,"Iyon ay isang kalipunang lumipas na. Ukol doon ang nakamit niyon at ukol sa inyo ang nakamit ninyo. Hindi kayo tatanungin tungkol sa anumang dati nilang ginagawa.",""
149,2,142,"Magsasabi ang mga hunghang[25] kabilang sa mga tao: “Ano ang nagpatalikod sa kanila palayo sa qiblah[26] nila na sila dati ay nakabatay roon?” Sabihin mo: “Sa kay Allāh ang silangan at ang kanluran. Nagpapatnubay siya sa sinumang niloloob Niya tungo sa isang landasing tuwid.”","[25] Ang tinutukoy rito ay ang mga Hudyo at ang mga tagapagtambal sa panahon ng Propeta (s).
[26] Ang qiblah ay ang dakong kinaroroonan ng Ka`bah, na hinaharapan ng mga Muslim sa pagdarasal."
150,2,143,"Gayon Kami gumawa sa inyo [O mga Muslim] bilang kalipunang[27] makakatamtaman[28] upang kayo ay maging mga saksi sa mga tao at ang Sugo sa inyo ay maging saksi. Hindi Kami gumawa sa qiblah na ikaw dati ay nakabatay roon kundi upang magpaalam Kami sa sinumang susunod sa Sugo sa sinumang tatalikod sa mga sakong niya. Tunay na ito ay naging talagang mabigat, maliban sa mga pinatnubayan ni Allāh. Hindi nangyaring si Allāh ay ukol na magsayang ng pananampalataya[29] ninyo. Tunay na si Allāh sa mga tao ay talagang Mahabagin, Maawain.","[27] mabuti at makatarunga.
[28] sa lahat ng mga kalipunan.
[29] ma kabilang dito ang pagdarasal ninyo dati nang nakaharap sa Jerusalem."
151,2,144,"Nakakikita nga Kami sa pagtuon ng mukha mo sa langit, kaya magbabaling nga Kami sa iyo [O Propeta Muḥammad] sa isang qiblah na kalulugdan mo iyon. Kaya magbaling ka ng mukha mo sa dako ng Masjid na Pinakababanal [sa Makkah]. Saan man kayo ay magbaling kayo ng mga mukha ninyo sa dako niyon. Tunay na ang mga binigyan ng Kasulatan[30] ay talagang nakaaalam na iyon ay ang totoo mula sa Panginoon nila. Si Allāh ay hindi nalilingat sa anumang ginagawa nila.","[30] Ang “mga binigyan ng Kasulatan” ay ang mga Hudyo at ang mga Kristiyano, na tinatawg ding “mga May Kasulatan.”"
152,2,145,"Talagang kung naghatid ka sa mga binigyan ng Kasulatan ng bawat tanda ay hindi sila susunod sa qiblah mo. Ikaw ay hindi susunod sa qiblah nila, at ang iba sa kanila ay hindi susunod sa qiblah ng iba pa. Talagang kung sumunod ka sa mga pithaya nila matapos na may dumating sa iyo na kaalaman, tunay na ikaw samakatuwid ay talagang kabilang sa mga tagalabag sa katarungan.",""
153,2,146,"Ang mga binigyan Namin ng kasulatan[31] ay nakakikilala rito[32] gaya ng pagkakilala nila sa mga anak nila. Tunay na may isang pangkat kabilang sa kanila na talagang nagkukubli sa katotohanan habang sila ay nakaaalam.","[31] na mga maalam ng mga Hudyo at mga Kristiyano
[32] kay Propeta Muhammad (s)"
154,2,147,"Ang katotohanan ay mula sa Panginoon mo kaya huwag ka ngang maging kabilang sa mga tagapagtaltalan.",""
155,2,148,"Bawat [kalipunan] ay may dakong ito ay humaharap doon. Kaya mag-unahan kayo sa mga kabutihan. Saan man kayo naroon ay maghahatid sa inyo si Allāh nang lahatan [para tuusin]. Tunay na si Allāh sa bawat bagay ay May-kakayahan.",""
156,2,149,"Mula saan ka man lumabas [para magdasal, O Propeta Muḥammad,] ay magbaling ka ng mukha mo sa dako ng Masjid na Pinakababanal [sa Makkah]. Tunay na ito ay talagang ang katotohanan mula sa Panginoon mo. Si Allāh ay hindi nalilingat sa anumang ginagawa ninyo.",""
157,2,150,"Mula saan ka man lumabas [para magdasal] ay magbaling ka ng mukha mo sa dako ng Masjid na Pinakababanal [sa Makkah]. Saanman kayo naroon ay magbaling kayo ng mga mukha ninyo sa dako niyon upang hindi magkaroon para mga tao laban sa inyo ng isang katwiran maliban sa mga lumabag sa katarungan kabilang sa kanila, kaya huwag kayong matakot sa kanila at matakot kayo sa Akin, at upang lumubos Ako ng biyaya Ko sa inyo at nang sa gayon kayo ay mapapatnubayan.",""
158,2,151,"Kung paanong nagsugo Kami sa inyo ng isang Sugo kabilang sa inyo, na bumigkas sa inyo ng mga tanda Namin, nagbubusilak sa inyo, nagtuturo sa inyo ng Aklat at Karunungan, at nagtuturo sa inyo ng hindi ninyo dati nalalaman.",""
159,2,152,"Kaya alalahanin ninyo Ako, aalalahanin Ko kayo; at magpasalamat kayo sa Akin at huwag kayong tumangging sumampalataya sa Akin.",""
160,2,153,"O mga sumampalataya, magpatulong kayo sa pamamagitan ng pagtitiis at pagdarasal. Tunay na si Allāh ay kasama ng mga nagtitiis.",""
161,2,154,"Huwag kayong magsabi hinggil sa mga namamatay ayon sa landas ni Allāh na mga patay [sila], bagkus mga buhay [sila], subalit hindi ninyo nararamdaman.",""
162,2,155,"Talagang susubok nga Kami sa inyo sa pamamagitan ng isang anuman kabilang sa pangamba at gutom, at ng isang kabawasan mula sa mga ari-arian, mga buhay, at mga bunga. Magbalita ka ng nakagagalak sa mga nagtitiis,",""
163,2,156,"na mga kapag tinamaan sila ng isang kasawian ay nagsasabi sila: “Tunay na kami ay kay Allāh at tunay na kami ay tungo sa Kanya mga babalik.",""
164,2,157,"Ang mga iyon ay may ukol sa kanila na mga pagbubunyi mula sa Panginoon nila at awa. Ang mga iyon ay ang mga napapatnubayan.",""
165,2,158,"Tunay na ang Ṣafā at ang Marwah ay kabilang sa mga sagisag ni Allāh. Kaya ang sinumang nagsagawa ng ḥajj sa Bahay[33] o nagsagawa ng `umrah ay walang maisisisi sa kanya na magpabalik-balik sa pagitan ng dalawang iyon. Ang sinumang nagkusang-loob ng isang kabutihan, tunay na si Allāh ay Tagapagpasalamat, Maalam.","[33] Ang “Bahay” na nagsisimula sa malaking titik B ay tumutukoy sa Ka`bah sa Makkah."
