"Translation Info:
#---------------------------
95,2,88,"او وايي: زموږ زړونه مو په پردو کې دي (وینا پرې اثر نه کوي داسې نه ده) بلکې الله پر دوی لعنت کړی، په سبب د کفر د دوی، نو ډېر لږ (کسان د دوی له ډلې څخه) ایمان راوړي.",""
96,2,89,"او هر کله چې راغی دوی ته کتاب (قرآن) د الله له لوري چې تصدیق کوونکی دی د هغه کتاب چې له دوی سره دی، حال دا چې وو دوی پخوا له دې چې فتح به يې غوښته (له الله څخه په قرآن او محمد سره) په مقابل د هغو کسانو چې کافران وو نو کله چې راغی دوی ته هغه رسول چې پيژندلی ؤ دوی، نو کافران شول پرې، نو لعنت د الله دې په کافرانو.",""
97,2,90,"بد دې هغه څه چې پلورلی (خرڅ کړی) دی دوی په مقابل د هغه ځانونه خپل، دا چې کافران کېږي په هغه څه (قرآن) چې الله نازل کړی دی په سبب د دې حسد او کينی چې (ولې) الله خپل فضل نازلوي په هغه چا چې اراده یې وکړي له خپلو بندګانو، نو اخته شول په یو غضب (چې کفر دی په محمد صلی الله علیه وسلم او قرآن) د پاسه د بل غضب (چې کفر دی په عیسی علیه السلام او انجیل)، او د کافرانو لپاره سپکوونکی عذاب (مقرر) دی.",""
98,2,91,"او کله چې وویل شي دوی ته چې ایمان راوړئ پر هغو (کتابو) چې الله نازل کړي دي، دوی وایي: موږ ایمان راوړو په هغه (کتاب) چې نازل کړی شوی دی پر موږ (یعنې تورات) حال دا چې له هغه ور هغه خوا (په نورو) کافران کیږي، په داسې حال کې چې دا (نور کتابونه هم) حق دی، تصدیقونکي دي د هغه کتاب چې له دوی سره دی، ووایه (ای محمده!) نو ولې به وژل تاسې پېغمبران د الله پخوا (له دې) که چيری وئ تاسې ایمان راوړنکي.",""
99,2,92,"او بېشکه راغلی و تاسو ته موسی علیه السلام په ښکاره (معجزو) سره، بیا ونیولو تاسي خوسی (په خدایۍ سره) وروسته د موسی علیه السلام (له تللو څخه د طور غره ته) حال دا چې تاسي ظالمان واست.",""
100,2,93,"او (یاد کړئ!) هغه وخت چې موږ له تاسو کلکه وعده واخیستله، او ستاسو (پر سرونو) مو د طور غر پورته کړ، (او ومو ویل) او کلک ونیسئ هغه (احکام) چې تاسو ته مو درکړي دي او واورئ، وویل (دوی) (ستا خبره) مو اوریدلې، او (ستا حکم) مو نه دی منلی، او ورڅښل (څکل) شوی وه په زړونو د دوی کې (مینه د) خوسي (سخی) په سبب د کفر د دوی. ووایه (ای محمده! دوی ته) بد دې هغه شی چې امر کوي تاسي ته په هغه ایمان ستاسو که چېرې یاست تاسو ایمان راوړونکي.",""
101,2,94,"دوی ته ووایه (اې محمده!) که چېرې د آخرت كور له نورو ټولو انسانانو پرته يوازې تاسو له پاره خاص ګرځول شوی وي، نو تاسې ته ښايي چې د مرګ غوښتنه وکړئ كه تاسې رښتیني یاست.",""
102,2,95,"او هیڅکله به د مرګ هیله ونه کړي، په سبب د هغو عملونو چې د دوی لاسونو وړاندې لېږلي دي او الله د ظالمانو په (احوالو) ښه پوه دی.",""
103,2,96,"او ته به هرومرو دوی له بل هر چا څخه پر ژوند ډېر حريصان ومومې او له مشرکانو څخه هم ډېر حریصان دي، هر یو د دوی (یهودو) خوښوي چې کاش زر کاله عمر وکړي او نه دی دا (ډېر عمر) ده لره د عذاب څخه خلاصوونکی، دا چې ډیر عمر ورکړل شي، او الله ښه لیدونکی دی په هر څه چې دوی يې کوي.",""
104,2,97,"ووایه (اې محمده!) هر څوک چې د جبریل دښمن وي (نو ودې مري له قهره!) ځکه چې هغه (جبریل) نازل کړی دی قرآن ستا پر زړه په اذن (او حکم) د الله په داسې حال کې چې تصدیق کوونکی دی (دا کتاب) د هغو کتابونو چې پخوا له ده دی، او لارښوونکی دی او زیری ورکوونکی دی مؤمنانو ته.",""
105,2,98,"څوك چې د الله او د هغه د پرښتو او د هغه د پېغمبرانو او د جبريل او ميكائيل دښمن وي نو الله د دې كافرانو دښمن دى.",""
106,2,99,"او په تحقیق مونږ تاته روښانه آیاتونه نازل کړي دي او له فاسقانو پرته بل څوک پرې نه کافر کېږي.",""
107,2,100,"او هر کله چې دوی یو عهد (هوډ) کړی، نو له دوی څخه یوې دلې هغه مات کړی دی، بلكې ډېری کسان د دوی (د زړه له كومي) ايمان نه راوړي.",""
108,2,101,"او هر کله چې راغی دوی ته رسول (محمد) له طرفه د الله چې تصدیقوونکی دی د هغه کتاب (تورات) چې له دوی سره دی، نو له دې اهل كتابو څخه يوې ډلې د الله كتاب په داسې شان شاته وغورځاوه ، لكه چې دوى په هېڅ نه پوهېږي.",""
109,2,102,"او متابعت وکړ (یهودو) د هغه څه چې شیطانانو به د سلیمان علیه السلام په زمانه (د پاچاهۍ) کې لوستل، او سلیمان علیه السلام کفر نه و کړی، بلکې شیطانانو کفر وکړ، چې خلکو ته به یې کوډې (سحر) ښودلې او (متابعت به يې کاوه) د هغه شي چې نازل کړی شوی ړ په دوو پرښتو د بابل په (ښار) کې چې هاروت او ماروت وو، او ښودنه به نه کوله دوی هیچا ته تر هغه پورې چې وبه ویل دواړو بیشکه هم دا خبره ده چې موږ آزموینه (ازمیښت) یو نو مه کافر کیږه (په زده کولو د سحر) نو زده کاوه به هغوی له دوی دواړو نه هغه شی چې بیلتون به يې کاوه په هغه سره په منځ د میړه (خاوند) او ښځی د هغه کې، او نه وو دوی ضرر رسوونکي په دغه سحر سره هیچا ته مګر په اذن (حکم) د الله سره، او زده کوي دوی (یعنې یهودان) هغه څه چې ضرر رسوي دوی ته او نفع نه رسوي دوی ته، او هرومرو (خامخا) په تحقیق پوهیدل دوی چې خامخا هغه څوک چې پيری (اخلي) (زده کوي به اعتقاد د جواز) سحر نشته ده لره په آخرت کې هیڅ برخه (د نیکی)، او هرومرو (خامخا) ډیر بد دې هغه شی چې پلورلې (اخستی) دی دوی به هغه شی سره (حصه د) ځانو خپلو که چېرې وي دوی چي پوهیدلی (به بد انجام د سحر نو نه به يې زده کاوه).",""
110,2,103,"او که په تحقیق دوی ایمان راوړی وی او پرهېز يې کړی وی (له سحره او له یهودیته) نو هرومرو (خامخا) ثواب له طرفه د الله څخه ډیر غوره دی که چېرې دوی پوهېدلی.",""
111,2,104,"ای هغو کسانو چې ایمان مو راوړی دی (یعنې ای مؤمنانو) مه وایئ تاسې (لفظ د) راعنا (رسول الله ته) او ووایئ (لفظ د) انظرنا، او واورئ تاسې. او د کافرانو لپاره دردوونکی عذاب دی.",""
112,2,105,"نه خوښوي هغه کسان چې کافران شوي دي له اهل کتابو څخه او (نه) له مشرکانو څخه دا (خبره) چې نازله شي پر تاسي کومه ښه خبره ستاسو د رب لخوا، او الله تعالی ځانګړي کوي (خاصوي) په رحمت خپل سره هغه څوک چې اراده (يې) وکړي او الله د ډېر لوی فضل خاوند دی.",""
113,2,106,"مونږ نه منسوخوو یو آیت او نه یې هېروو (له زړونو) مګر پر ځای یې له هغه غوره راوړو، آیا نه پوهېږئ چې الله پر هر څه برلاسی (قادر) دی.",""
114,2,107,"آیا ته نه پوهېږې چې بېشکه الله جل جلاله لره ده باچاهي د آسمانو او زمکې او نشته تاسي لره پرته له الله څخه هیڅ دوست او نه مرستندوی.",""
115,2,108,"آیا اراده لرئ تاسې چې سوال وکړئ له رسول خپله (محمد صلی الله علیه وسلم ځینی) لکه چې سوال کړل شوی و له موسی علیه السلام څخه پخوا له دې، او هر څوک چې بدلوي (او غوره کوي) کفر په ایمان (چې ایمان ورکوي او کفر آخلي) نو په تحقیق سره ورکه يې کړه سمه لار.",""
116,2,109,"خوښوي (او دوست ګڼی) ډیر له اهل کتابو څخه (دا) چې وګرځوي دوی تاسې پس له ایمان راوړلو ستاسې کافران د حسد (له کبله) چي له (خبیثو) نفسونو د دوی (پیدا شوي) دي، وروسته له هغه چې ښکاره شو دوی ته حق (چې رسول قرآن او د اسلام دین دی). نو عفو وکړئ! او مخ تری وګرځوئ! تر هغه پورې چې راولېږي الله امر خپل، بېشکه چې الله په هر څه ښه قادر دی.",""
117,2,110,"لمونځ قائم کړئ او زکات ورکړئ، او هغه خیر (ښېګڼه) چې د ځانونو لپاره یې مخ کې لیږئ، وبه مومئ (ثواب د) هغه په نزد د الله، بېشکه چې الله په هغه څه چې تاسي یې کوئ ښه لیدونکی دی.",""
118,2,111,"او (اهل کتاب) وایي: هېڅکله به جنت ته نننوځي پرته له هغو چې یهودي یا نصراني وي، دا د دوی هیلې (غوښتنې) دي، (دوی ته) ووایه: (ای محمده!) خپل دلیل راوړئ، که تاسې رښتیني یاست.",""
119,2,112,"داسې نه ده، حقه خبره دا ده هر څوك چې ځان الله ته تسلیم كړي او په عملي توګه ښه چلن غوره كړي، هغه لپاره د هغه د رب په نزد د هغه اجر شته او پرداسې خلكو څه وېره او خپګان نشته.",""
120,2,113,"يهوديان وايي ، له عیسویانو سره هېڅ حق نشته او عیسویان وايي، له يهودو سره هېڅ حق نشته په داسې حال کې چې دوى دواړه كتاب لولي، همدا شان هغه خلك هم وايي (دعوه كوي) چې هغوى د كتاب عالمان نه دي (مشركان). الله به دا اختلافونه چې دا خلك په کې اخته دي د قيامت په ورځ فيصله كړي.",""
121,2,114,"او له هغه چانه به غټ ظالم څوك وي چې نه پرېږدي د الله په جوماتونو کې چې د هغه نوم واخيستل شي او د هغه په ورانولو کې هڅه کوي، دغه کسان د دې وړ نه دي چې دې جوماتونو ته پرته (د مؤمنانو) له وېرې ننوځي، دوی ته په دنیا کې ذلت دی او په آخرت کې ورته لوی عذاب دی.",""
