"Translation Info:
#---------------------------
80,2,73,"Ni ho rero Twaheza Tukababwira Duti: “Nimukubite uwapfuye n’ibihimba bimwe mu bihimba vy’iyo nka mwabaze, Imana Allah Ica Imusubiza ubuzima araheza ababwira uwamwishe. Ni nk’uko nyene rero Imana Allah Izosubiza abapfuye ubuzima ku musi w’izuka, bakazuka. Ibereka n’ivyemezo vyerekana ubushobozi bwayo kugira ngo mutegere neza ububasha bwayo.",""
81,2,74,"Mu nyuma y’aho rero, imitima yanyu ha kworoha, yacitse urutare ntiyumva ukuri, imera nk’amabuye canke irusha amabuye gukomera. Ni ukuri, mu mabuye harimwo ayoroshe kuruta imitima yanyu, ariyasa hagatembamwo inzuzi. Ni ukuri, muri yo harimwo ayasaduka hakavamwo iriba ry’amazi, muri yo harimwo n’ayahanantuka imusozi ku gutinya Imana Allah. Burya Imana Allah ntiyirengagiza ivyo mukora, Izobibahembera.",""
82,2,75,"Bemeramana! Mbega karashize ingani mwibagire akagagazo ka Bene Israyeli, muheze mwipfuze ko bokwemera Intumwa yanyu Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah), kandi umugwi w’abamenyi muri bo wahora wumva amajambo y’Imana Allah muri Tawurati, hanyuma ukayahindura nk’uko wishakiye mu kuyasigura ukutari ko, inyuma y’aho utahuriye ukuri kurimwo kandi uzi n’uko urementaniriza Imana Allah!",""
83,2,76,"Iyo bahuye n’abemeramana mu bislamu, babaha akarimi gasosa bati: “Twaremeye ko Muhamadi ari Intumwa y’Imana nk’uko tubisanga muri Tawurati”. Iyo naho biherereye bonyene bakavuga bakeburana mu guhakana bati: “Mbega yemwe mubwira abislamu ivyo Imana Yabigishije muri Tawurati, vyemeza ko Muhamadi ari Intumwa y’Imana, kugira ngo bazobatsindishe ingingo imbere y’Imana yanyu Rurema Allah! Ubwo ntimwogarura akenge ngo mwiyubare!”.",""
84,2,77,"Mbega ntibazi mu vy’ukuri ko Imana Allah Izi neza ivyo bagirira mu mpisho n’ivyo bagirira ku mugaragaro, n’uko kandi Izobibahembera!",""
85,2,78,"Burya mu bayahudi harimwo abatazi gusoma no kwandika, batazi n’ibiranga Intumwa Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah) ibiri muri Tawurati kiretse ivyipfuzo n’irementanya. Kandi bo nta co bazi atari ugukekeranya gusa.",""
86,2,79,"Uguhanwa nya guhanwa rero, ni ukwa barya bahindagura mu kwandika n’iminwe yabo ibiri muri Tawurati, hanyuma bakavuga bati: “Ng’ibi ibivuye ku Mana Allah”, kandi biteye kubiri n’ibiri muri yo, kugira ngo babigurishe ku giciro gito. Kubera ivyo rero, uguhanwa nya guhanwa ni ukw’abo ku kubera ivyanditswe n’iminwe yabo. Uguhanwa nya guhanwa ni ukw’abo ku vyo baronderera mw’iryo hindagurwa rya Tawurati.",""
87,2,80,"Bene Israyeli bavuze bati: “Ntituzohanwa mu muriro kiretse imisi y’imparurwa (itarenga mirongo ine)”. Ntumwa y’Imana! Babeshuze maze ubabwire uti: “Mbega mwoba mwarahawe isezerano ry’Imana Allah ko Itazobahana kiretse ico kiringo, ku buryo Itazoca kubiri n’isezerano Yabahaye! Ahubwo rero mwebwe mubeshera Imana Allah ivyo mutazi”.",""
88,2,81,"Si nk’uko murementanya rero! Ahubwo ingingo y’Imana Allah ntiyigera ihinduka, ko hazohanwa abarondera gucumura bacumuye bagarariza, maze ivyaha vyabo bikabakikuza ku mpande zose, bagacika ababangikanyamana, abo rero, ni bo bantu bo mu muriro, bobo bazowubamwo ibihe bidahera.",""
89,2,82,"Na barya bemeye vy’ukuri Imana Allah n’Intumwa zayo, bagakora n’ivyiza bitegetswe, abo rero na bo nyene bazoshimirwa, ni bo bantu bo mu Bwami bw’ijuru, bazobubamwo ibihe bidahera.",""
90,2,83,"Bene Israyeli! Nimwibuke n’igihe Twabaha isezerano Duti: “Ntimwiyegereze mu gusenga kiretse Imana Imwe Rudende Allah, muheze mwubahe mwubahirize agateka k’abavyeyi babibarutse mu bugwaneza, mukorere n’ineza incuti mu miryango, impfuvyi hamwe rero n’abakene, mwongere mubwire abantu akajambo keza, mutsimbataze isengesho rikwije ibisabwa ku mwanya waryo, munatanga n’ishikanwa-bwirizwa”. Mu nyuma y’aho, mwahavuye mugenza umugongo ntimwubahiriza isezerano, kiretse bake muri mwebwe. Kandi mwashishikaye muvyirengagiza ku kagagazo.",""
91,2,84,"Bene Israyeli! Nimwibuke n’igihe Twabaha isezerano ko mutazokwicana ngo musese amaraso hagati yanyu, n’uko mutazokwomorana mu zanyu, muraheza muravyemera muranavyemanga;",""
92,2,85,"Hanyuma mwebwe nyene mu gihe c’Intumwa Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah) muca kubiri n’iryo sezerano, muricana hagati yanyu, mwomora bamwe muri mwebwe mu zabo, mufashanya n’ababangikanyamana mu gukora ivyaha no mu kurenganya, bituma bamwe muri mwebwe bicwa, barasohorwa no mu zabo. Iyo abagizwe imbohe muri mwebwe baje babagana, murababohoza mwisunze inyigisho za Tawurati, kandi bibujijwe kuri mwebwe kubakura mu zabo. Mbega none ga ntuze, mwemera bimwe muri Tawurati; nko kubohoza imbohe z’indwano, mukagarariza ibindi; nko kwica no kwomorana mu zanyu! Mbega indishi y’abakora ivyo muri mwebwe yoba iyihe, atari ugusuzugurika mu buzima bwo kw’isi! Ku musi w’izuka naho bazoshirwa mu bihano bikomeye. Burya Imana Allah ntiyirengagiza ivyo mukora, Izobibahembera.",""
93,2,86,"Abo ni bo rero biguze ubuzima buciriritse bwo kw’isi ha guhitamwo ubuzima bw’inyuma yo gupfa, ntibazotezurirwa namba mu bihano ku musi w’izuka, eka mbere bobo ntibazoronka n’uwubatabara ngo abakure mu bihano.",""
94,2,87,"Ni ukuri, Twarahaye Intumwa y’Imana Musa (nyakugira amahoro y’Imana Allah) Igitabu ca Tawurati, mu nyuma yayo Turungika izindi Ntumwa muri Bene Israyeli, Turaheza Duha Intumwa Isa (Yezu) mwene Mariyamu (nyakugira amahoro y’Imana Allah) ibitangaro bigaragara vyemeza ko ari Intumwa y’Imana[11], Tumuteza intege Mutimamutagatifu Jibrili (nyakugira amahoro y’Imana Allah). Mbega none murakanagaye igihe cose haje Intumwa ibazaniye ivyo imitima yanyu itipfuza, mugagaze n’amanyama n’akantu! Zimwe muri zo mwarazigararije izindi na zo murazica.","[11] Nk’ukuvura uwavutse ari impumyi ku bushobozi bw’Imana Allah, uwavukanye indwara zo ku ruhu (urukoba) ku bushobozi bw’Imana Allah, gusubiza ubuzima abapfuye ku bushobozi bw’Imana Allah."
95,2,88,"Bene Israyeli babwiye Intumwa y’Imana Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah) bigovyora bati: “Imitima yacu irugaye, ntiturota tukwemera”. Si nk’uko bibwira, ahubwo nyabuna Imana Allah Yaramaze kubavuma ku kubera ubugarariji bwabo. Burya ni na gake bemera ngo bibagirire akamaro.",""
96,2,89,"Igihe Bene Israyeli bashikirizwa Igitabu ca Qor’ani kivuye ku Mana Allah gishimangira ivyo basanganwe muri Tawurati n’Injili, barakigararije barahakana n’Intumwa Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah), kandi imbere y’aho bahora basaba Imana ko botsinda abagarariji bari kumwe n’Intumwa ya nyuma yimirije gushika. Iyo Ntumwa rero imaze kubashikira irangwa n’ivyo bari bazi muri Tawurati, barayigararije ku mvo z’uko itavuye muri bo. Abagarariji barakavumwa n’Imana Allah.",""
97,2,90,"Ni bibi cane ivyo biguze bagahitamwo umuriro udahera, bitewe no kugarariza Intumwa Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah), no guhakana bivuye inyuma ivyo Imana Allah Yayimanuriye muri Qor’ani, kubera urwanko rw’akarenganyo rw’uko Imana Allah Yomanurira Qor’ani uwo Ishaka mu biremwa vyayo, atari muri Bene Israyeli. Kubera ivyo rero, bari bakwiye ishavu ry’Imana ryiyongera kw’ishavu ritewe no guhindagura ibiri muri Tawurati. Burya rero abagararije ubutumwa bwa Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah) barategekanirijwe ibihano bisuzuguza.",""
98,2,91,"Iyo Abayahudi babwiwe bati: “Nimwemere ivyamanuwe n’Imana Allah muri Qor’ani”, bishura bati: “Twemera ivyamanuriwe Abavugishwamana barungitswe gusa muri twebwe”, bakagarariza Qor’ani yamanuwe mu nyuma yavyo mu gihe ari kwo kuri gushimangira ivyo bafise muri Tawurati. Ntumwa y’Imana! Babwire uti: “None ni kuki mwishe Abavugishwamana imbere yuko Qor’ani imanuka, nimwaba mwemera koko ivyo mwamanuriwe muri Tawurati!”.",""
99,2,92,"Ni ukuri, Umuvugishwamana Musa (nyakugira amahoro y’Imana Allah) yarabazaniye ibitangaro bigaragara vyemeza ukuri kwiwe[12], hamwe n’ivyo rero mwafashe igishusho c’inyana y’inka mwibumbiye muragisenga mu nyuma y’aho Musa agiriye kw’isezerano ryo kuvugana n’Imana Allah, mu gihe mwari abirenganije mu gusenga ibintazi.","[12] Ivyo bitangaro bikaba vyari ibi bikurikira: ihinduka ry’inkoni ikaba inzoka amahanga, gusayangana kw’ikiganza mu gihe agikuye mu kwaha, itera ry’amapfa, ikeha ry’umwimbu w’ivyamwa, itera ry’imyuzurire y’amazi, itera ry’inzige, itera ry’udukoko turya ico ari co cose duhuye na co, itera ry’ibikere bikwiragiye hose n’ihinduka ry’ibinyobwa bigacika amaraso."
100,2,93,"Bene Israyeli! Nimwibuke n’igihe Twabaha isezerano ko muzokwubahiriza ibiri muri Tawurati, Tukarerura hejuru yanyu umusozi Sinayi, Tukababwira Duti: “Nimufate nkama ivyo Twabategetse muri Tawurati, maze muvyumve muvyubahirize Tutarabakororerako uwo musozi”. Bavuze bigovyora bati: “Twumvise ijambo ryawe, tugararije itegeko ryawe”. Bavuze ukwo kubera imitima yabo yari irajwe ishinga no gusenga igishusho c’inyana y’inka bibumbiye bitewe no kugarariza. Ntumwa y’Imana! Babwire uti: “Ni bibi cane ivyo mutegekwa n’ukwemera kwanyu nimwaba mwemera ivyo mwamanuriwe n’Imana Allah”.",""
101,2,94,"Ntumwa y’Imana! Bwira Abayahudi uti: “Nimwaba mufise Ubwami bw’ijuru bwanyu bwite ku Mana Allah, mugenewe mwebwe gusa ata bandi bantu barimwo, nimwipfuze rero urupfu maze mupfe, mubwinjire nimwaba muri imvugakuri!”.",""
102,2,95,"Emwee! Ntibazokwigera bipfuza urupfu na rimwe kuko bazi neza ukuri kw’Intumwa Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah), n’uko bo barementanya ku kubera ubugarariji bakoze. Burya rero Imana Allah Irazi neza abirenganije mu kurenga ku mabwirizwa yayo, kandi Izobibahembera.",""
103,2,96,"Ni ukuri, uzobasanga bahurumbira cane ubuzima bwo kw’isi uko buri kwose, mbere bakabuhurumbira gusumba kurya buhurumbirwa n’ababangikanyamana. Umwe wese muri bo rero yipfuza ko yoramba akabaho imyaka igihumbi, kandi n’aho yoramba iyo myaka, ntibizomubuza guhanwa. Burya rero Imana Allah ni Nyenukubona, Irabona neza ivyo bakora, kandi Izobibahembera.",""
104,2,97,"Ntumwa y’Imana! Vuga wishure abayahudi ku kwibwira kwabo ko umumalayika Jibrili ari umwansi wabo, uti: “Uwuzoba umwansi w’umumalayika Jibrili, namenye ko mu vy’ukuri uyo mumalayika yamanuye Qor’ani mu mushaha wawe kw’itegeko ry’Imana Allah, ishimangira ukuri kuri mu Bitabu vy’aho hambere yayo, ni n’uburongozi ikaba n’inkuru nziza ku bemeramana.",""
105,2,98,"Uwuzoba umwansi w’Imana Allah n’abamalayika bayo, n’Intumwa zayo mu bamalayika no mu bantu, na canecane abamalayika Jibrili na Mikayeli[13], namenye ko Imana Allah ari Umwansi w’abagararije ivyahishuwe muri Qor’ani”.","[13] Abayahudi bibwira ko Jibrili ari umwansi wabo n’uko Mikayeli ari umuhagarikizi wabo."
106,2,99,"Ntumwa y’Imana! Ni ukuri, Twarakumanuriye Aayah n’ivyemezo bitomoye vyemeza ko wewe Muhamadi uri Umuvugishwamana vy’ukuri, ku buryo atawubigarariza atari ibigaba bica kubiri n’idini ry’Imana Allah.",""
107,2,100,"Mbega none igihe cose abayahudi batanze isezerano bakwiye kwubahiriza, muri bo hazokwama havamwo umugwi wihindukize kuri ryo, urihonyange! Ahubwo rero abenshi muri bo ntibemera ivyo Imana Allah Yahishuriye Intumwa yayo Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah).",""
108,2,101,"Igihe bashikirwa n’Intumwa Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah) ibazaniye Igitabu ca Qor’ani kivuye ku Mana Allah, gishimangira ivyo bafise muri Tawurati, umugwi w’abamenyi bahawe Igitabu muri bo warihindukije, ushira Igitabu Qor’ani c’Imana Allah inyuma y’umugongo ntiwakurikiza ibirimwo nk’aho boba ata na kimwe bakiziko.",""
109,2,102,"Abayahudi bakurikije ivyo amashetani yabwira abarozi n'abapfumu mu bantu, igihe c’ubwami bw’Intumwa Sulayimani (nyakugira amahoro y’Imana Allah), bibaza ko ikoreshwa ry’umuyaga n’amajini ico gihe vyari vyavuye ku mvo z’uburozi. Ntibikabe! Intumwa y’Imana Sulayimani ntiyagararije, nta n’uburozi yigeze yiga, mugabo amashetani ni yo yagararije Imana Allah mu kwigisha abantu uburozi. Babigisha n’ivyamanuriwe abamalayika “Haaruti” na “Maaruti” ahitwa “Baabili” muri Iraki kugira ngo Imana Allah Igerageze ibiremwa, kandi nya bamalayika nta n’umwe bigisha batabanje kumwihaniza bati: “Mu vy’ukuri, twebwe turi ikigeragezo ntugararize mu kwiga uburozi ngo uhave wumvira shetani”. Abantu rero baraheza bariga ivyokoreshwa mu gutandukanya umuntu n’umukenyezi wiwe. Burya abarozi, bobo nta bushobozi bafise bwo kugirira nabi umuntu n’umwe, kiretse ku bushake bw’Imana Allah. Ni uko rero, bahavuye biga ibibagirira ingaruka mbi mu kwemera, eka mbere nta n’ico bibungura kw’isi. Ni ukuri, Abayahudi baramenye ko uwuhisemwo kuroga yirengagije ukuri, ata mugabane w’ivyiza azoronka mu buzima bw’inyuma yo gupfa. Kandi rero, ni bibi cane ivyo biguze mu guhitamwo kuroga no kugarariza ha guhitamwo ukwemera ukuri no gukurikira Intumwa. Iyo rero baba bazi neza ibihano bibarindiriye, ntibari kugarariza.",""
110,2,103,"Iyo Abayahudi bemera bakanatinya ibihano vy’Imana Allah, bari kumenya ko indishi ivuye ku Mana Allah ari yo nziza cane gusumba uburozi n’ico babukuramwo. Iyo rero baba bazi ivyo, bari kwemera vy’ukuri.",""
111,2,104,"Emwe bemeye Imana Allah n’Intumwa yayo bakubahiriza n’amabwirizwa yayo! Ntimukavuge mu gusaba Intumwa y’Imana ko ibitwararika mu nyigisho, mukoresheje ijambo “Raa’inaa” kuko ari igitutsi mu mvugo y’abayahudi, ahubwo muravuga muti: “Undhu-rnaa” (dutumbere kugira ngo tugutahure neza gusumba), muheze kandi rero mutege amatwi mwumvirize inyigisho muhabwa. Abagarariji na bo barategekanirijwe ibihano bibabaza.",""
112,2,105,"Kubera urwanko abagararije mu bahawe Igitabu n’ababangikanyamana babafitiye, ntibipfuza ko Imana yanyu Rurema Allah Ibamanurira ineza iyo ari yo yose; yaba Qor’ani canke izindi mpano. Burya Imana Allah Iha ubutumwa uwo Ishatse ku mpuhwe zayo. Burya kandi rero Imana Allah ni Yo Nyenimpano nyinshi zihambaye.",""
113,2,106,"Twebwe Allah ntiduhindura Aayah canke ngo Tuyibagize burundu ntibe igisomwa, kiretse ko Duca Tuyisubiriza iyindi Aayah ifitiye abantu akamaro kurusha, canke Tukayisubiriza iyindi nkayo ibafitiye akamaro n’indishi nyinshi. Muvugishwamana! Mbega nturamenya wewe n’abo warungitsweko ko Imana Allah ari Mushoboravyose!",""
114,2,107,"Ntumwa y’Imana! Mbega ntiwamenye wewe n’abo warungitsweko ko Imana Allah ari Nyenubwami, Igaba Ikaganza amajuru n’isi n’ibiri muri vyo, Ikora ivyo Ishatse ku neza y’ibiremwa! Bantu mugabitanya ku Mana Allah! Nimumenye ko ata n’umwe mworonka atari Imana Allah yobahagarikira akabatunganiriza ivyanyu, eka mbere nta n’uwobatabara akabakingira ibihano vyayo.",""
115,2,108,"Bantu! Ahubwo mushaka gusaba Intumwa yanyu Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah) ibintu vy’amananiza ku kagagazo gusa, nk’uko Intumwa Musa (nyakugira amahoro y’Imana Allah) yasabwe ibintu vy’amananiza aho hambere, ngo twereke Imana Allah ukuri kwamye. Nimumenye rero ko uwiguze ubugarariji ha kwemera, ni ukuri aba yahuvye inzira igororotse uguhuba nya guhuba.",""
116,2,109,"Bemeramana! Ku kubera ishari abenshi mu bahawe Igitabu babafitiye, bipfuza ko bobagarura mu bahakanyi mukava mu bwislamu inyuma y’ukwemera kwanyu, ivyo bakavyipfuza inyuma y’aho ukuri kubatomokeye ko Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah) ari Intumwa y’Imana vy’ukuri. Kubera ivyo rero, nimubaharire kw’ibana ribi ryabo, mubababarire, munabirengagize mu kurindira ko Imana Allah Izana itegeko ryayo ribarekurira guhangana na bo ku rugamba, kugira ibahanire ibibi bakora. Mu vy’ukuri, Imana Allah ni Mushoboravyose;",""
117,2,110,"Mwongere mutsimbataze isengesho rikwije ibisabwa ku mwanya waryo, munatange n’ishikanwa-bwirizwa. Mumenye kandi n’uko iciza cose mukora ku neza yanyu, muzosanga indishi yaco ku Mana Allah ku musi w’impera. Mu vy’ukuri rero, Imana Allah Irabona neza ivyo mukora, ni Nyenukubona.",""
118,2,111,"Abayahudi n’abanaswara bavuze ngo nta wuzokwinjira mu Bwami bw’ijuru kiretse uwabaye Umuyahudi canke umunaswara. Ivyo ni ivyipfuzo vyabo bitagira ishimikiro namba. Ntumwa y’Imana! Babwire uti: “Enda rero nimuzane icemezo canyu ku vyo muvuga nimwaba muri imvugakuri”.",""
119,2,112,"Si nk’uko biyumvira rero, ahubwo abazokwinjira mu Bwami bw’ijuru, ni barya bose bazokwicisha bugufi bakeza n’ivyo bakora ku bw’Imana Allah, maze bagakurikira Intumwa Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah). Abo rero indishi yabo y’Ubwami bw’ijuru bazoyisanga ku Mana yabo Rurema Allah, kandi nta bwoba kuri bo bwo guhanwa, eka mbere bobo ntibazokwicwa n’intuntu ku vyo basize kw’isi.",""
120,2,113,"Abayahudi n’abanaswara baratanyeko umwikomo, Abayahudi bati: “Abanaswara nta kuri barimwo”. Abanaswara na bo bati: “Abayahudi nta kuri barimwo”. Kandi umugwi wose muri bo usoma Igitabu cawo ko ari ngombwa kwemera Intumwa zose. Ni nk’uko nyene abatagira ubumenyi mu babangikanyamana bavuze ko uwuri mw’idini iryo ari ryo ryose na we nyene ata kuri arimwo, kubera iryo hazana rero hagati yabo. Burya rero Imana Allah ku musi w’izuka, Izoheza Ibacire urutunganye rugaragaza ukuri hagati y’abemeramana n’abagarariji ku vyo bahora bahazanako mw’idini, maze Ihembere umugwi wose ibikwiranye n’ivyo wakoze.",""
121,2,114,"Nta n’umwe arenganya akimonogoza gusumba uwubuza ko haninahazwa izina ry’Imana Allah mu gusoma Qor’ani no gusengera mu misigiti yayo, akagira uko ashoboye kwose mu kuyisenyura; mu kuyugara canke kubuza abemeramana kuyisengeramwo. Abo rero ntibari kuyinjira kiretse mu gihe batekewe n’ubwoba ku gutinya guhanwa n’Imana Allah. Baragenewe igihano co gusuzugurika kw’isi, kandi bategekanirijwe n’ibihano bihambaye mu buzima bw’inyuma yo gupfa.",""
122,2,115,"Imana Allah ni Yo Igaba Ikaganza ubuseruko n’uburengero n’ibiri hagati yavyo. Aho ari ho hose mutumbereye kw’itegeko ry’Imana Allah mu gusenga, haba ari bwo butumbero bushimishije Imana Allah. Mu vy’ukuri, Imana Allah ni Nyeningabirano-ntangere, Nyenubumenyikurivyose.",""
123,2,116,"Abayahudi, abanaswara hamwe n’ababangikanyamana barakanagaye bavuga bati: “Imana Allah Yarigeneye umwana[14]!”. Nininahazwe, ntikitirirwe umwana! Ahubwo ibiri mu majuru no mw’isi vyose ni ibiremwa vyayo, ni Yo Mugabe wavyo, kandi vyose vyicisha bugufi imbere yayo;","[14] Abayahudi bavuga bati: “Uzayiri ni umwana w’Imana”. Abanaswara na bo bati: “Masihi Isa mwene Mariyamu, ni umwana w’Imana”. Ababangikanyamana na bo bati: ""Abamalayika, ni abakobwa b'Imana Allah""."
124,2,117,"Ni Yo Muremyi w’amajuru n’isi, n’iyo Ishatse gutegeka ko ikintu ico ari co cose kiba, Ikibwira gusa Iti: “Ba”, kigaca kiba ubwo nyene.",""
125,2,118,"Abatagira ubumenyi mu bahawe Igitabu no mu babangikanyamana babwiye Intumwa Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah) ku kagagazo, bati: “Ese Imana Allah iyo Ipfuma Ituvugisha Ikatubwira ko wewe uri Intumwa yayo, canke tukaronka igitangaro gifadika kivyemeza!”. Ni nk’uko nyene rero n’abagarariji b’aho hambere babwiye Intumwa barungikiwe kuko imitima yabo bose isusa mu buhakanyi. Mu vy’ukuri, Twaramaze gutomorera neza abemera ata gukekeranya, Aayah n’ivyemezo vyerekana ko Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah) ari Intumwa y’Imana.",""
126,2,119,"Ntumwa y’Imana ! Mu vy’ukuri, Twakurungikanye idini ry’ukuri kugira ushikirize inkuru nziza ihumuriza abemeramana ko bazohabwa Ubwami bw’ijuru, wongere ugabishe abagarariji ku bihano vy’umuriro bibarindiriye. Kandi rero inyuma y’iryo rarikiramana, nta co uzobazwa ku bantu bo mu muriro ururumba.",""
127,2,120,"Ntumwa y’Imana! Abayahudi n’abanaswara ntibazokwigera bakwishimira namba, kiretse hamwe wokurikira idini ryabo ukavavanura n’idini ryawe ry’ubwislamu. Babwire uti: “Uburongozi bw’Imana Allah muri Qor’ani ni bwo burongozi bw’idini ry’ukuri”. Niwahirahira rero ugakurikira ivyipfuzo vyabo kandi waramaze guhishurirwa Qor’ani, nta muhagarikizi n’umwe uzoronka agukura mu bihano vy’Imana Allah, eka mbere nta n’uwogutabara mu kugukingira nya bihano uzoronka[15].","[15] Iyi ngingo n’aho yavuzwe itumberejwe ku Ntumwa Muhamadi (nyakugira amahoro n’impuhwe z’Imama Allah), iraba n’abo yarungitsweko."
128,2,121,"Abayahudi n’abanaswara Twahaye Igitabu bakagisoma ukuri kwo kugisoma, bakagikurikiza uko bitegetswe ata co bahinduye mu kwemera Intumwa zose, ata n’ico bongeyemwo, abo ni bo bemera vy’ukuri Intumwa Muhamadi (nyakugira amahoro n’impuhwe z’Imana Allah), bakemera n’ivyo yahishuriwe. Nayo abahindagura canke bakanyegeza ibiri muri nya Gitabu, abo ni bo bagarariza iyo Ntumwa hamwe n’ivyo yahishuriwe. Abo rero ni bo bahomvye ubuzima bwabo bwo kw’isi n’ubw’inyuma yo gupfa.",""
